#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:05:22;4.200;2.375;224.3;39.7;;;;;;;;;;;;;;;;;;
 ;00:05:23;4.199;2.373;225.0;39.7;;;;;;;;;;;;;;;;;;
 ;00:05:24;4.199;2.368;225.7;39.7;;;;;;;;;;;;;;;;;;
 ;00:05:25;4.199;2.367;226.3;39.8;;;;;;;;;;;;;;;;;;
 ;00:05:26;4.199;2.367;227.0;39.8;;;;;;;;;;;;;;;;;;
 ;00:05:27;4.199;2.366;227.6;39.8;;;;;;;;;;;;;;;;;;
 ;00:05:28;4.199;2.364;228.3;39.8;;;;;;;;;;;;;;;;;;
 ;00:05:29;4.200;2.362;228.9;39.8;;;;;;;;;;;;;;;;;;
 ;00:05:30;4.200;2.361;229.6;39.9;;;;;;;;;;;;;;;;;;
 ;00:05:31;4.200;2.360;230.3;39.9;;;;;;;;;;;;;;;;;;
 ;00:05:32;4.200;2.360;230.9;39.9;;;;;;;;;;;;;;;;;;
 ;00:05:33;4.200;2.359;231.6;39.9;;;;;;;;;;;;;;;;;;
 ;00:05:34;4.200;2.358;232.2;39.9;;;;;;;;;;;;;;;;;;
 ;00:05:35;4.199;2.355;232.9;40.0;;;;;;;;;;;;;;;;;;
 ;00:05:36;4.199;2.351;233.5;40.0;;;;;;;;;;;;;;;;;;
 ;00:05:37;4.199;2.350;234.2;40.0;;;;;;;;;;;;;;;;;;
 ;00:05:38;4.200;2.351;234.8;40.0;;;;;;;;;;;;;;;;;;
 ;00:05:39;4.200;2.349;235.5;40.1;;;;;;;;;;;;;;;;;;
 ;00:05:40;4.199;2.346;236.1;40.1;;;;;;;;;;;;;;;;;;
 ;00:05:41;4.200;2.345;236.8;40.1;;;;;;;;;;;;;;;;;;
 ;00:05:42;4.200;2.344;237.4;40.1;;;;;;;;;;;;;;;;;;
 ;00:05:43;4.200;2.344;238.1;40.1;;;;;;;;;;;;;;;;;;
 ;00:05:44;4.200;2.343;238.7;40.1;;;;;;;;;;;;;;;;;;
 ;00:05:45;4.200;2.343;239.4;40.2;;;;;;;;;;;;;;;;;;
 ;00:05:46;4.199;2.341;240.0;40.2;;;;;;;;;;;;;;;;;;
 ;00:05:47;4.199;2.337;240.7;40.2;;;;;;;;;;;;;;;;;;
 ;00:05:48;4.199;2.336;241.3;40.2;;;;;;;;;;;;;;;;;;
 ;00:05:49;4.199;2.334;242.0;40.3;;;;;;;;;;;;;;;;;;
 ;00:05:50;4.200;2.333;242.6;40.3;;;;;;;;;;;;;;;;;;
 ;00:05:51;4.200;2.332;243.3;40.3;;;;;;;;;;;;;;;;;;
 ;00:05:52;4.200;2.332;243.9;40.3;;;;;;;;;;;;;;;;;;
 ;00:05:53;4.200;2.332;244.6;40.3;;;;;;;;;;;;;;;;;;
 ;00:05:54;4.200;2.332;245.2;40.4;;;;;;;;;;;;;;;;;;
 ;00:05:55;4.200;2.331;245.9;40.4;;;;;;;;;;;;;;;;;;
 ;00:05:56;4.200;2.330;246.5;40.4;;;;;;;;;;;;;;;;;;
 ;00:05:57;4.199;2.326;247.2;40.4;;;;;;;;;;;;;;;;;;
 ;00:05:58;4.199;2.325;247.8;40.5;;;;;;;;;;;;;;;;;;
 ;00:05:59;4.200;2.324;248.5;40.5;;;;;;;;;;;;;;;;;;
 ;00:06:00;4.200;2.323;249.1;40.5;;;;;;;;;;;;;;;;;;
 ;00:06:01;4.200;2.323;249.8;40.5;;;;;;;;;;;;;;;;;;
 ;00:06:02;4.200;2.323;250.4;40.5;;;;;;;;;;;;;;;;;;
 ;00:06:03;4.200;2.322;251.0;40.6;;;;;;;;;;;;;;;;;;
 ;00:06:04;4.200;2.320;251.7;40.6;;;;;;;;;;;;;;;;;;
 ;00:06:05;4.200;2.316;252.3;40.6;;;;;;;;;;;;;;;;;;
 ;00:06:06;4.200;2.316;253.0;40.6;;;;;;;;;;;;;;;;;;
 ;00:06:07;4.200;2.316;253.6;40.6;;;;;;;;;;;;;;;;;;
 ;00:06:08;4.200;2.316;254.3;40.7;;;;;;;;;;;;;;;;;;
 ;00:06:09;4.200;2.314;254.9;40.7;;;;;;;;;;;;;;;;;;
 ;00:06:10;4.200;2.311;255.5;40.7;;;;;;;;;;;;;;;;;;
 ;00:06:11;4.200;2.310;256.2;40.7;;;;;;;;;;;;;;;;;;
 ;00:06:12;4.200;2.310;256.8;40.7;;;;;;;;;;;;;;;;;;
 ;00:06:13;4.200;2.308;257.5;40.8;;;;;;;;;;;;;;;;;;
 ;00:06:14;4.200;2.306;258.1;40.8;;;;;;;;;;;;;;;;;;
 ;00:06:15;4.200;2.306;258.7;40.8;;;;;;;;;;;;;;;;;;
 ;00:06:16;4.200;2.305;259.4;40.8;;;;;;;;;;;;;;;;;;
 ;00:06:17;4.200;2.302;260.0;40.8;;;;;;;;;;;;;;;;;;
 ;00:06:18;4.200;2.302;260.7;40.9;;;;;;;;;;;;;;;;;;
 ;00:06:19;4.200;2.302;261.3;40.9;;;;;;;;;;;;;;;;;;
 ;00:06:20;4.200;2.299;261.9;40.9;;;;;;;;;;;;;;;;;;
 ;00:06:21;4.200;2.298;262.6;40.9;;;;;;;;;;;;;;;;;;
 ;00:06:22;4.200;2.297;263.2;40.9;;;;;;;;;;;;;;;;;;
 ;00:06:23;4.200;2.295;263.9;41.0;;;;;;;;;;;;;;;;;;
 ;00:06:24;4.200;2.294;264.5;41.0;;;;;;;;;;;;;;;;;;
 ;00:06:25;4.200;2.293;265.1;41.0;;;;;;;;;;;;;;;;;;
 ;00:06:26;4.200;2.291;265.8;41.0;;;;;;;;;;;;;;;;;;
 ;00:06:27;4.200;2.289;266.4;41.0;;;;;;;;;;;;;;;;;;
 ;00:06:28;4.200;2.288;267.0;41.1;;;;;;;;;;;;;;;;;;
 ;00:06:29;4.200;2.286;267.7;41.1;;;;;;;;;;;;;;;;;;
 ;00:06:30;4.200;2.285;268.3;41.1;;;;;;;;;;;;;;;;;;
 ;00:06:31;4.200;2.283;268.9;41.1;;;;;;;;;;;;;;;;;;
 ;00:06:32;4.200;2.282;269.6;41.1;;;;;;;;;;;;;;;;;;
 ;00:06:33;4.200;2.280;270.3;41.1;;;;;;;;;;;;;;;;;;
 ;00:06:34;4.200;2.279;270.8;41.2;;;;;;;;;;;;;;;;;;
 ;00:06:35;4.200;2.278;271.5;41.2;;;;;;;;;;;;;;;;;;
 ;00:06:36;4.200;2.276;272.1;41.2;;;;;;;;;;;;;;;;;;
 ;00:06:37;4.200;2.274;272.7;41.2;;;;;;;;;;;;;;;;;;
 ;00:06:38;4.200;2.273;273.4;41.2;;;;;;;;;;;;;;;;;;
 ;00:06:39;4.200;2.271;274.1;41.2;;;;;;;;;;;;;;;;;;
 ;00:06:40;4.200;2.270;274.6;41.2;;;;;;;;;;;;;;;;;;
 ;00:06:41;4.200;2.269;275.3;41.3;;;;;;;;;;;;;;;;;;
 ;00:06:42;4.200;2.267;275.9;41.3;;;;;;;;;;;;;;;;;;
 ;00:06:43;4.200;2.265;276.6;41.3;;;;;;;;;;;;;;;;;;
 ;00:06:44;4.200;2.263;277.2;41.3;;;;;;;;;;;;;;;;;;
 ;00:06:45;4.200;2.262;277.8;41.3;;;;;;;;;;;;;;;;;;
 ;00:06:46;4.200;2.260;278.4;41.3;;;;;;;;;;;;;;;;;;
 ;00:06:47;4.200;2.259;279.0;41.4;;;;;;;;;;;;;;;;;;
 ;00:06:48;4.200;2.258;279.7;41.4;;;;;;;;;;;;;;;;;;
 ;00:06:49;4.200;2.255;280.4;41.4;;;;;;;;;;;;;;;;;;
 ;00:06:50;4.200;2.254;280.9;41.4;;;;;;;;;;;;;;;;;;
 ;00:06:51;4.200;2.252;281.6;41.4;;;;;;;;;;;;;;;;;;
 ;00:06:52;4.200;2.249;282.2;41.4;;;;;;;;;;;;;;;;;;
 ;00:06:53;4.199;2.243;282.9;41.5;;;;;;;;;;;;;;;;;;
 ;00:06:54;4.199;2.241;283.4;41.5;;;;;;;;;;;;;;;;;;
 ;00:06:55;4.200;2.240;284.1;41.5;;;;;;;;;;;;;;;;;;
 ;00:06:56;4.199;2.238;284.7;41.5;;;;;;;;;;;;;;;;;;
 ;00:06:57;4.199;2.236;285.3;41.5;;;;;;;;;;;;;;;;;;
 ;00:06:58;4.200;2.235;285.9;41.5;;;;;;;;;;;;;;;;;;
 ;00:06:59;4.199;2.233;286.5;41.5;;;;;;;;;;;;;;;;;;
 ;00:07:00;4.199;2.231;287.1;41.6;;;;;;;;;;;;;;;;;;
 ;00:07:01;4.199;2.230;287.8;41.6;;;;;;;;;;;;;;;;;;
 ;00:07:02;4.200;2.229;288.4;41.6;;;;;;;;;;;;;;;;;;
 ;00:07:03;4.199;2.227;289.1;41.6;;;;;;;;;;;;;;;;;;
 ;00:07:04;4.199;2.224;289.6;41.6;;;;;;;;;;;;;;;;;;
 ;00:07:05;4.199;2.223;290.2;41.6;;;;;;;;;;;;;;;;;;
 ;00:07:06;4.199;2.222;290.9;41.7;;;;;;;;;;;;;;;;;;
 ;00:07:07;4.200;2.221;291.5;41.7;;;;;;;;;;;;;;;;;;
 ;00:07:08;4.200;2.219;292.1;41.7;;;;;;;;;;;;;;;;;;
 ;00:07:09;4.199;2.216;292.8;41.7;;;;;;;;;;;;;;;;;;
 ;00:07:10;4.199;2.214;293.3;41.7;;;;;;;;;;;;;;;;;;
 ;00:07:11;4.199;2.213;293.9;41.7;;;;;;;;;;;;;;;;;;
 ;00:07:12;4.199;2.213;294.5;41.8;;;;;;;;;;;;;;;;;;
 ;00:07:13;4.200;2.211;295.2;41.8;;;;;;;;;;;;;;;;;;
 ;00:07:14;4.200;2.209;295.8;41.8;;;;;;;;;;;;;;;;;;
 ;00:07:15;4.199;2.207;296.4;41.8;;;;;;;;;;;;;;;;;;
 ;00:07:16;4.199;2.203;297.0;41.8;;;;;;;;;;;;;;;;;;
 ;00:07:17;4.199;2.202;297.7;41.8;;;;;;;;;;;;;;;;;;
 ;00:07:18;4.199;2.202;298.2;41.8;;;;;;;;;;;;;;;;;;
 ;00:07:19;4.199;2.201;298.8;41.8;;;;;;;;;;;;;;;;;;
 ;00:07:20;4.199;2.200;299.4;41.9;;;;;;;;;;;;;;;;;;
 ;00:07:21;4.199;2.197;300.1;41.9;;;;;;;;;;;;;;;;;;
 ;00:07:22;4.200;2.196;300.7;41.9;;;;;;;;;;;;;;;;;;
 ;00:07:23;4.199;2.193;301.3;41.9;;;;;;;;;;;;;;;;;;
 ;00:07:24;4.199;2.190;301.9;41.9;;;;;;;;;;;;;;;;;;
 ;00:07:25;4.199;2.189;302.5;41.9;;;;;;;;;;;;;;;;;;
 ;00:07:26;4.199;2.189;303.1;42.0;;;;;;;;;;;;;;;;;;
 ;00:07:27;4.199;2.189;303.8;42.0;;;;;;;;;;;;;;;;;;
 ;00:07:28;4.199;2.186;304.3;42.0;;;;;;;;;;;;;;;;;;
 ;00:07:29;4.200;2.184;304.9;42.0;;;;;;;;;;;;;;;;;;
 ;00:07:30;4.200;2.183;305.5;42.0;;;;;;;;;;;;;;;;;;
 ;00:07:31;4.199;2.180;306.2;42.0;;;;;;;;;;;;;;;;;;
 ;00:07:32;4.199;2.177;306.7;42.0;;;;;;;;;;;;;;;;;;
 ;00:07:33;4.199;2.176;307.3;42.0;;;;;;;;;;;;;;;;;;
 ;00:07:34;4.199;2.176;307.9;42.1;;;;;;;;;;;;;;;;;;
 ;00:07:35;4.199;2.175;308.6;42.1;;;;;;;;;;;;;;;;;;
 ;00:07:36;4.200;2.172;309.2;42.1;;;;;;;;;;;;;;;;;;
 ;00:07:37;4.200;2.171;309.8;42.1;;;;;;;;;;;;;;;;;;
 ;00:07:38;4.199;2.167;310.4;42.1;;;;;;;;;;;;;;;;;;
 ;00:07:39;4.199;2.166;311.0;42.1;;;;;;;;;;;;;;;;;;
 ;00:07:40;4.199;2.166;311.6;42.1;;;;;;;;;;;;;;;;;;
 ;00:07:41;4.199;2.164;312.2;42.2;;;;;;;;;;;;;;;;;;
 ;00:07:42;4.200;2.163;312.8;42.2;;;;;;;;;;;;;;;;;;
 ;00:07:43;4.199;2.160;313.4;42.2;;;;;;;;;;;;;;;;;;
 ;00:07:44;4.199;2.158;314.0;42.2;;;;;;;;;;;;;;;;;;
 ;00:07:45;4.199;2.157;314.6;42.2;;;;;;;;;;;;;;;;;;
 ;00:07:46;4.200;2.155;315.2;42.2;;;;;;;;;;;;;;;;;;
 ;00:07:47;4.200;2.154;315.8;42.3;;;;;;;;;;;;;;;;;;
 ;00:07:48;4.199;2.152;316.4;42.3;;;;;;;;;;;;;;;;;;
 ;00:07:49;4.199;2.150;317.0;42.3;;;;;;;;;;;;;;;;;;
 ;00:07:50;4.200;2.149;317.6;42.3;;;;;;;;;;;;;;;;;;
 ;00:07:51;4.199;2.147;318.2;42.3;;;;;;;;;;;;;;;;;;
 ;00:07:52;4.199;2.145;318.8;42.3;;;;;;;;;;;;;;;;;;
 ;00:07:53;4.200;2.144;319.4;42.3;;;;;;;;;;;;;;;;;;
 ;00:07:54;4.199;2.141;319.9;42.4;;;;;;;;;;;;;;;;;;
 ;00:07:55;4.200;2.140;320.6;42.4;;;;;;;;;;;;;;;;;;
 ;00:07:56;4.200;2.139;321.2;42.4;;;;;;;;;;;;;;;;;;
 ;00:07:57;4.200;2.137;321.7;42.4;;;;;;;;;;;;;;;;;;
 ;00:07:58;4.200;2.135;322.4;42.4;;;;;;;;;;;;;;;;;;
 ;00:07:59;4.200;2.133;322.9;42.4;;;;;;;;;;;;;;;;;;
 ;00:08:00;4.200;2.132;323.6;42.4;;;;;;;;;;;;;;;;;;
 ;00:08:01;4.200;2.130;324.1;42.5;;;;;;;;;;;;;;;;;;
 ;00:08:02;4.200;2.128;324.7;42.5;;;;;;;;;;;;;;;;;;
 ;00:08:03;4.200;2.127;325.3;42.5;;;;;;;;;;;;;;;;;;
 ;00:08:04;4.200;2.125;325.9;42.5;;;;;;;;;;;;;;;;;;
 ;00:08:05;4.200;2.124;326.5;42.5;;;;;;;;;;;;;;;;;;
 ;00:08:06;4.200;2.122;327.1;42.5;;;;;;;;;;;;;;;;;;
 ;00:08:07;4.200;2.119;327.6;42.5;;;;;;;;;;;;;;;;;;
 ;00:08:08;4.200;2.118;328.3;42.5;;;;;;;;;;;;;;;;;;
 ;00:08:09;4.200;2.116;328.8;42.6;;;;;;;;;;;;;;;;;;
 ;00:08:10;4.200;2.114;329.5;42.6;;;;;;;;;;;;;;;;;;
 ;00:08:11;4.200;2.113;330.0;42.6;;;;;;;;;;;;;;;;;;
 ;00:08:12;4.200;2.111;330.6;42.6;;;;;;;;;;;;;;;;;;
 ;00:08:13;4.200;2.109;331.2;42.6;;;;;;;;;;;;;;;;;;
 ;00:08:14;4.200;2.107;331.8;42.6;;;;;;;;;;;;;;;;;;
 ;00:08:15;4.200;2.106;332.3;42.6;;;;;;;;;;;;;;;;;;
 ;00:08:16;4.200;2.104;332.9;42.6;;;;;;;;;;;;;;;;;;
 ;00:08:17;4.200;2.102;333.5;42.6;;;;;;;;;;;;;;;;;;
 ;00:08:18;4.200;2.100;334.1;42.7;;;;;;;;;;;;;;;;;;
 ;00:08:19;4.200;2.097;334.7;42.7;;;;;;;;;;;;;;;;;;
 ;00:08:20;4.200;2.096;335.3;42.7;;;;;;;;;;;;;;;;;;
 ;00:08:21;4.200;2.094;335.9;42.7;;;;;;;;;;;;;;;;;;
 ;00:08:22;4.200;2.092;336.5;42.7;;;;;;;;;;;;;;;;;;
 ;00:08:23;4.200;2.090;337.0;42.7;;;;;;;;;;;;;;;;;;
 ;00:08:24;4.200;2.088;337.6;42.7;;;;;;;;;;;;;;;;;;
 ;00:08:25;4.200;2.086;338.1;42.8;;;;;;;;;;;;;;;;;;
 ;00:08:26;4.200;2.085;338.8;42.8;;;;;;;;;;;;;;;;;;
 ;00:08:27;4.200;2.082;339.4;42.8;;;;;;;;;;;;;;;;;;
 ;00:08:28;4.200;2.080;339.9;42.8;;;;;;;;;;;;;;;;;;
 ;00:08:29;4.200;2.077;340.5;42.8;;;;;;;;;;;;;;;;;;
 ;00:08:30;4.200;2.077;341.1;42.8;;;;;;;;;;;;;;;;;;
 ;00:08:31;4.199;2.074;341.7;42.8;;;;;;;;;;;;;;;;;;
 ;00:08:32;4.200;2.072;342.2;42.8;;;;;;;;;;;;;;;;;;
 ;00:08:33;4.199;2.071;342.8;42.8;;;;;;;;;;;;;;;;;;
 ;00:08:34;4.199;2.068;343.4;42.8;;;;;;;;;;;;;;;;;;
 ;00:08:35;4.200;2.066;343.9;42.9;;;;;;;;;;;;;;;;;;
 ;00:08:36;4.199;2.064;344.5;42.9;;;;;;;;;;;;;;;;;;
 ;00:08:37;4.199;2.062;345.1;42.9;;;;;;;;;;;;;;;;;;
 ;00:08:38;4.199;2.061;345.7;42.9;;;;;;;;;;;;;;;;;;
 ;00:08:39;4.200;2.060;346.2;42.9;;;;;;;;;;;;;;;;;;
 ;00:08:40;4.199;2.057;346.8;42.9;;;;;;;;;;;;;;;;;;
 ;00:08:41;4.199;2.055;347.3;42.9;;;;;;;;;;;;;;;;;;
 ;00:08:42;4.199;2.053;348.0;43.0;;;;;;;;;;;;;;;;;;
 ;00:08:43;4.200;2.051;348.5;43.0;;;;;;;;;;;;;;;;;;
 ;00:08:44;4.199;2.048;349.1;43.0;;;;;;;;;;;;;;;;;;
 ;00:08:45;4.199;2.046;349.7;43.0;;;;;;;;;;;;;;;;;;
 ;00:08:46;4.199;2.045;350.2;43.0;;;;;;;;;;;;;;;;;;
 ;00:08:47;4.199;2.043;350.8;43.0;;;;;;;;;;;;;;;;;;
 ;00:08:48;4.200;2.041;351.4;43.0;;;;;;;;;;;;;;;;;;
 ;00:08:49;4.199;2.037;351.9;43.0;;;;;;;;;;;;;;;;;;
 ;00:08:50;4.199;2.037;352.5;43.0;;;;;;;;;;;;;;;;;;
 ;00:08:51;4.199;2.035;353.1;43.0;;;;;;;;;;;;;;;;;;
 ;00:08:52;4.200;2.033;353.6;43.0;;;;;;;;;;;;;;;;;;
 ;00:08:53;4.200;2.032;354.2;43.1;;;;;;;;;;;;;;;;;;
 ;00:08:54;4.199;2.028;354.8;43.1;;;;;;;;;;;;;;;;;;
 ;00:08:55;4.199;2.026;355.3;43.1;;;;;;;;;;;;;;;;;;
 ;00:08:56;4.199;2.025;355.9;43.1;;;;;;;;;;;;;;;;;;
 ;00:08:57;4.200;2.023;356.5;43.1;;;;;;;;;;;;;;;;;;
 ;00:08:58;4.199;2.023;357.0;43.1;;;;;;;;;;;;;;;;;;
 ;00:08:59;4.199;2.023;357.6;43.1;;;;;;;;;;;;;;;;;;
 ;00:09:00;4.199;2.023;358.1;43.1;;;;;;;;;;;;;;;;;;
 ;00:09:01;4.199;2.024;358.7;43.2;;;;;;;;;;;;;;;;;;
 ;00:09:02;4.200;2.023;359.3;43.2;;;;;;;;;;;;;;;;;;
 ;00:09:03;4.200;2.016;359.8;43.2;;;;;;;;;;;;;;;;;;
 ;00:09:04;4.200;1.998;360.4;43.2;;;;;;;;;;;;;;;;;;
 ;00:09:05;4.200;1.994;360.9;43.2;;;;;;;;;;;;;;;;;;
 ;00:09:06;4.200;1.990;361.5;43.2;;;;;;;;;;;;;;;;;;
 ;00:09:07;4.200;1.989;362.0;43.2;;;;;;;;;;;;;;;;;;
 ;00:09:08;4.200;1.988;362.6;43.2;;;;;;;;;;;;;;;;;;
 ;00:09:09;4.200;1.985;363.1;43.2;;;;;;;;;;;;;;;;;;
 ;00:09:10;4.200;1.983;363.7;43.3;;;;;;;;;;;;;;;;;;
 ;00:09:11;4.200;1.982;364.2;43.3;;;;;;;;;;;;;;;;;;
 ;00:09:12;4.200;1.979;364.8;43.3;;;;;;;;;;;;;;;;;;
 ;00:09:13;4.200;1.977;365.3;43.3;;;;;;;;;;;;;;;;;;
 ;00:09:14;4.200;1.976;365.9;43.3;;;;;;;;;;;;;;;;;;
 ;00:09:15;4.200;1.973;366.4;43.3;;;;;;;;;;;;;;;;;;
 ;00:09:16;4.200;1.972;367.0;43.3;;;;;;;;;;;;;;;;;;
 ;00:09:17;4.200;1.969;367.5;43.3;;;;;;;;;;;;;;;;;;
 ;00:09:18;4.200;1.968;368.1;43.3;;;;;;;;;;;;;;;;;;
 ;00:09:19;4.200;1.966;368.6;43.3;;;;;;;;;;;;;;;;;;
 ;00:09:20;4.200;1.964;369.2;43.4;;;;;;;;;;;;;;;;;;
 ;00:09:21;4.200;1.961;369.7;43.4;;;;;;;;;;;;;;;;;;
 ;00:09:22;4.200;1.960;370.3;43.4;;;;;;;;;;;;;;;;;;
 ;00:09:23;4.200;1.958;370.8;43.4;;;;;;;;;;;;;;;;;;
 ;00:09:24;4.200;1.956;371.3;43.4;;;;;;;;;;;;;;;;;;
 ;00:09:25;4.200;1.953;371.8;43.4;;;;;;;;;;;;;;;;;;
 ;00:09:26;4.200;1.951;372.4;43.4;;;;;;;;;;;;;;;;;;
 ;00:09:27;4.200;1.949;373.0;43.4;;;;;;;;;;;;;;;;;;
 ;00:09:28;4.200;1.946;373.5;43.4;;;;;;;;;;;;;;;;;;
 ;00:09:29;4.200;1.944;374.1;43.4;;;;;;;;;;;;;;;;;;
 ;00:09:30;4.200;1.942;374.6;43.4;;;;;;;;;;;;;;;;;;
 ;00:09:31;4.200;1.940;375.1;43.4;;;;;;;;;;;;;;;;;;
 ;00:09:32;4.200;1.938;375.7;43.5;;;;;;;;;;;;;;;;;;
 ;00:09:33;4.200;1.935;376.2;43.5;;;;;;;;;;;;;;;;;;
 ;00:09:34;4.200;1.933;376.7;43.5;;;;;;;;;;;;;;;;;;
 ;00:09:35;4.200;1.931;377.3;43.5;;;;;;;;;;;;;;;;;;
 ;00:09:36;4.200;1.929;377.8;43.5;;;;;;;;;;;;;;;;;;
 ;00:09:37;4.200;1.927;378.4;43.5;;;;;;;;;;;;;;;;;;
 ;00:09:38;4.200;1.925;378.9;43.5;;;;;;;;;;;;;;;;;;
 ;00:09:39;4.200;1.922;379.4;43.5;;;;;;;;;;;;;;;;;;
 ;00:09:40;4.200;1.920;380.0;43.5;;;;;;;;;;;;;;;;;;
 ;00:09:41;4.200;1.918;380.5;43.5;;;;;;;;;;;;;;;;;;
 ;00:09:42;4.200;1.915;381.0;43.5;;;;;;;;;;;;;;;;;;
 ;00:09:43;4.200;1.913;381.6;43.5;;;;;;;;;;;;;;;;;;
 ;00:09:44;4.200;1.910;382.1;43.5;;;;;;;;;;;;;;;;;;
 ;00:09:45;4.200;1.907;382.6;43.5;;;;;;;;;;;;;;;;;;
 ;00:09:46;4.200;1.906;383.1;43.5;;;;;;;;;;;;;;;;;;
 ;00:09:47;4.200;1.904;383.7;43.6;;;;;;;;;;;;;;;;;;
 ;00:09:48;4.200;1.901;384.2;43.6;;;;;;;;;;;;;;;;;;
 ;00:09:49;4.200;1.898;384.7;43.6;;;;;;;;;;;;;;;;;;
 ;00:09:50;4.200;1.895;385.3;43.6;;;;;;;;;;;;;;;;;;
 ;00:09:51;4.200;1.894;385.8;43.6;;;;;;;;;;;;;;;;;;
 ;00:09:52;4.200;1.890;386.3;43.6;;;;;;;;;;;;;;;;;;
 ;00:09:53;4.200;1.889;386.8;43.6;;;;;;;;;;;;;;;;;;
 ;00:09:54;4.200;1.887;387.4;43.6;;;;;;;;;;;;;;;;;;
 ;00:09:55;4.200;1.883;387.9;43.6;;;;;;;;;;;;;;;;;;
 ;00:09:56;4.200;1.882;388.4;43.6;;;;;;;;;;;;;;;;;;
 ;00:09:57;4.200;1.882;388.9;43.6;;;;;;;;;;;;;;;;;;
 ;00:09:58;4.200;1.877;389.4;43.7;;;;;;;;;;;;;;;;;;
 ;00:09:59;4.200;1.874;390.0;43.7;;;;;;;;;;;;;;;;;;
 ;00:10:00;4.200;1.874;390.5;43.7;;;;;;;;;;;;;;;;;;
 ;00:10:01;4.200;1.871;391.0;43.7;;;;;;;;;;;;;;;;;;
 ;00:10:02;4.200;1.867;391.5;43.7;;;;;;;;;;;;;;;;;;
 ;00:10:03;4.200;1.866;392.0;43.7;;;;;;;;;;;;;;;;;;
 ;00:10:04;4.200;1.866;392.6;43.7;;;;;;;;;;;;;;;;;;
 ;00:10:05;4.200;1.862;393.1;43.7;;;;;;;;;;;;;;;;;;
 ;00:10:06;4.200;1.858;393.6;43.7;;;;;;;;;;;;;;;;;;
 ;00:10:07;4.200;1.857;394.1;43.7;;;;;;;;;;;;;;;;;;
 ;00:10:08;4.200;1.856;394.6;43.7;;;;;;;;;;;;;;;;;;
 ;00:10:09;4.200;1.851;395.1;43.7;;;;;;;;;;;;;;;;;;
 ;00:10:10;4.200;1.850;395.7;43.7;;;;;;;;;;;;;;;;;;
 ;00:10:11;4.200;1.850;396.2;43.7;;;;;;;;;;;;;;;;;;
 ;00:10:12;4.200;1.846;396.7;43.8;;;;;;;;;;;;;;;;;;
 ;00:10:13;4.200;1.842;397.2;43.8;;;;;;;;;;;;;;;;;;
 ;00:10:14;4.200;1.842;397.7;43.8;;;;;;;;;;;;;;;;;;
 ;00:10:15;4.200;1.839;398.2;43.8;;;;;;;;;;;;;;;;;;
 ;00:10:16;4.200;1.836;398.7;43.8;;;;;;;;;;;;;;;;;;
 ;00:10:17;4.200;1.835;399.2;43.8;;;;;;;;;;;;;;;;;;
 ;00:10:18;4.200;1.831;399.7;43.8;;;;;;;;;;;;;;;;;;
 ;00:10:19;4.200;1.831;400.2;43.8;;;;;;;;;;;;;;;;;;
 ;00:10:20;4.200;1.827;400.8;43.8;;;;;;;;;;;;;;;;;;
 ;00:10:21;4.200;1.826;401.3;43.8;;;;;;;;;;;;;;;;;;
 ;00:10:22;4.200;1.823;401.8;43.8;;;;;;;;;;;;;;;;;;
 ;00:10:23;4.200;1.821;402.3;43.8;;;;;;;;;;;;;;;;;;
 ;00:10:24;4.200;1.819;402.8;43.8;;;;;;;;;;;;;;;;;;
 ;00:10:25;4.200;1.817;403.3;43.8;;;;;;;;;;;;;;;;;;
 ;00:10:26;4.200;1.814;403.8;43.8;;;;;;;;;;;;;;;;;;
 ;00:10:27;4.200;1.812;404.3;43.8;;;;;;;;;;;;;;;;;;
 ;00:10:28;4.200;1.810;404.8;43.9;;;;;;;;;;;;;;;;;;
 ;00:10:29;4.200;1.807;405.3;43.9;;;;;;;;;;;;;;;;;;
 ;00:10:30;4.200;1.805;405.8;43.9;;;;;;;;;;;;;;;;;;
 ;00:10:31;4.200;1.803;406.3;43.9;;;;;;;;;;;;;;;;;;
 ;00:10:32;4.200;1.800;406.8;43.9;;;;;;;;;;;;;;;;;;
 ;00:10:33;4.200;1.798;407.3;43.9;;;;;;;;;;;;;;;;;;
 ;00:10:34;4.200;1.795;407.8;43.9;;;;;;;;;;;;;;;;;;
 ;00:10:35;4.200;1.793;408.3;43.9;;;;;;;;;;;;;;;;;;
 ;00:10:36;4.200;1.791;408.8;43.9;;;;;;;;;;;;;;;;;;
 ;00:10:37;4.200;1.788;409.3;43.9;;;;;;;;;;;;;;;;;;
 ;00:10:38;4.200;1.786;409.8;43.9;;;;;;;;;;;;;;;;;;
 ;00:10:39;4.200;1.783;410.3;43.9;;;;;;;;;;;;;;;;;;
 ;00:10:40;4.200;1.781;410.8;43.9;;;;;;;;;;;;;;;;;;
 ;00:10:41;4.200;1.779;411.3;43.9;;;;;;;;;;;;;;;;;;
 ;00:10:42;4.200;1.776;411.8;43.9;;;;;;;;;;;;;;;;;;
 ;00:10:43;4.200;1.773;412.3;43.9;;;;;;;;;;;;;;;;;;
